Gene Name	log2FoldChange	pvalue	padj
HSPA4	0.621804243	0.160593856	0.296599271
FAM182B	0.370380595	0.160671389	0.296707384
ZNF648	-2.135048963	0.160696373	NA
SIGLEC1	0.909128711	0.160733387	0.296786789
COL6A6	-1.902793429	0.160777919	NA
SGIP1	1.196585593	0.160789702	NA
KDM4C.1	-1.32634847	0.160822844	NA
OTUD6B-AS1	0.482864923	0.160826869	0.296924303
BRD2	1.34831912	0.160835171	NA
PDCD6IPP2	-0.626726851	0.16087783	0.296983287
TACO1	-1.124757894	0.160989316	NA
SP100.1	-1.586324994	0.161038845	NA
ALYREF	0.855125308	0.161080147	0.297321633
DKK2	0.666856027	0.161122058	0.297363854
NOCT	-0.875954894	0.161203008	0.297478109
LINC01558	1.532194049	0.16129675	0.297588887
MTRNR2L4	0.448893906	0.16130114	0.297588887
UBA2	0.599274175	0.161328651	0.297604494
SETD7.1	0.349680721	0.161367661	0.297641307
RIC8B	0.44620594	0.161392063	0.29765117
PSMA1	-0.811382055	0.161556688	0.297919611
SALL1.1	-0.999603932	0.161596421	0.297957707
RGS12.1	-1.492026871	0.161621884	NA
LOC100506071	1.308281513	0.161635909	0.297995343
KLHDC7B	-1.757471091	0.161650611	NA
SFRP4	-1.682183325	0.161698256	NA
ZNF738.1	1.249054735	0.161738298	0.298148921
MIR576	0.543364485	0.161797993	0.29822377
RNPEP.1	-0.407435407	0.161888722	0.298355796
AMN	1.174731374	0.161961038	0.298453861
PCDHGA6.1	1.089245865	0.161997552	0.29845518
COMTD1	0.47035044	0.161999966	0.29845518
MAP10	1.709562952	0.162002208	NA
CDH23.2	-1.819291199	0.162037654	NA
MAD1L1.1	-0.506151229	0.162041046	0.298495657
LOC105373383	-0.905961737	0.162217014	NA
RUSC1	0.476293173	0.162217065	0.298778861
SNORA58B	1.35910287	0.162217144	NA
LOC100506258	-0.581006477	0.162233039	0.298778861
ANGPTL6	0.849878747	0.162283328	0.298801999
CNOT9	0.684218146	0.162283859	0.298801999
MIR6758	-1.466461809	0.162309604	NA
WDR33	0.403819174	0.162341411	0.298804753
MED21	0.444703611	0.162352333	0.298804753
PCDHGC3	-1.031793355	0.162362569	0.298804753
CYTH3	0.838825399	0.16236406	0.298804753
SNORD98	1.389055139	0.162369515	NA
MAB21L1	-0.461685974	0.162380997	0.298804753
ZNF414	-0.275580673	0.162413965	0.298830217
IL6ST	0.958459958	0.162452967	NA
TMEM258	-1.676847079	0.162472789	0.298903243
DUSP12	-1.189789616	0.162535212	0.298982873
RHOC	-1.054294745	0.162563027	NA
ABHD17B.1	0.79862858	0.162587068	0.299043045
TNRC18P1	1.599012521	0.162620675	NA
STX12	-1.88568321	0.162627108	NA
MAGI1-IT1	-0.826389632	0.162664423	0.2991501
GPX4	-1.442260163	0.162746783	0.299238715
TECTB	0.741537635	0.16275092	0.299238715
SUPT3H	-0.868972399	0.162910447	0.299474698
DTX4	1.920936277	0.16291761	0.299474698
HDDC2	0.730425647	0.162943282	0.299486647
NOPCHAP1	-0.298323991	0.162971241	0.299502795
TIAM2.2	1.805337932	0.162992692	NA
ACACA	-1.472203385	0.163023132	0.299562915
ADGRL2	-1.371230554	0.163090105	NA
PDE9A	-0.659045774	0.163148166	0.299733073
PCAT19	-0.316252271	0.163154108	0.299733073
MSANTD3.1	0.625622906	0.163186332	0.299757019
LCAT	-0.447048861	0.163259527	0.299827727
CIAO3	-0.61821271	0.163263213	0.299827727
C2orf69	-1.02675762	0.163478371	0.300187567
DDX39A	2.002248809	0.163484793	NA
ZNF469	-0.776935324	0.163579268	0.300337534
PTPN1	-0.615032177	0.163621783	0.300380287
ZNF579	-0.359865375	0.163670559	0.300434525
ADAMTS2.1	-0.578253622	0.1637249	0.300498962
RGMA.3	1.061551577	0.163748165	NA
EXOC4	1.080868091	0.163753024	0.300515271
CHM	1.10841156	0.163832385	NA
FOXD2-AS1	-1.074102605	0.163890916	NA
HS6ST1	1.151586291	0.163954758	NA
SLC23A2	1.102966096	0.163987685	0.30090257
USP40	0.738562617	0.164034991	0.30090257
ATP6AP1L.1	1.371064945	0.16405592	NA
STAG3	1.535314556	0.16407091	0.30090257
MIR4525	0.592098891	0.16408757	0.30090257
LINC01163	-0.782009184	0.164094375	0.30090257
HSP90B2P	0.544985968	0.16409824	0.30090257
CD200.1	1.179341129	0.164098905	0.30090257
MRPS31	1.302471737	0.164159002	NA
LINC00636	1.55761524	0.164276136	NA
PHACTR3.1	-0.582285449	0.1642831	0.301191962
LCT	0.653685435	0.164295289	0.301191962
CLEC4GP1	0.5213996	0.164351913	0.301260411
WRAP53.2	-0.284230385	0.164521668	0.301536194
DTL	1.864894457	0.16463804	NA
FAM110A.1	-0.675178849	0.164648552	0.301733346
BIVM	0.955447909	0.164702332	0.301795986
GPR35	-1.064730118	0.164721373	0.301795986
SNRPN.2	1.108282878	0.16475355	NA
LAMC1	0.85498589	0.164774478	0.301832499
TMEM45A	-0.41021584	0.164779947	0.301832499
LOC101927314	0.953924651	0.164813631	0.301858804
CHADL	-0.394910797	0.164876709	0.301938929
TARDBP	0.428597563	0.16500074	0.302107198
RAB39A	0.477524386	0.165007273	0.302107198
ARHGAP9	-0.954356092	0.165037021	0.302126252
HCN1	0.691722405	0.165073711	0.302158008
KIF7	-0.901661306	0.165169004	0.302297014
LZTS1-AS1	0.861297071	0.165208258	0.302301904
GNAI1.1	0.593959274	0.165226388	0.302301904
RHPN1	-0.613493189	0.165229733	0.302301904
RAF1.1	1.136211954	0.165257152	0.302316662
NHLRC3	0.662754079	0.165348381	0.302448133
SMAD1-AS2	2.411110175	0.165362888	NA
HSPC324	-1.199798414	0.165383516	NA
SCAPER.1	1.164738893	0.16542606	0.302498648
DNAJC7	-0.562545189	0.165433325	0.302498648
PCED1A.1	0.673860316	0.165434092	0.302498648
PTCHD4	0.868381502	0.165457795	0.302506579
TMEM170A	-0.471529503	0.165489618	0.302529353
CRACDL	-0.322552778	0.165543314	0.302592103
SUGT1P4-STRA6LP-CCDC180	-0.605249812	0.165588018	0.302638403
POFUT1.1	0.774316846	0.165659404	0.302733453
BAALC-AS1	-1.175547803	0.165688107	NA
RTP1	-2.112817619	0.16569312	NA
SH3GL1P2	1.357033665	0.165721492	NA
PTCHD4.1	0.554352454	0.165767663	0.302895856
TBL1XR1	2.112942176	0.165771383	NA
TEF	-0.902127009	0.165792377	NA
CPEB1-AS1	0.872716446	0.165928398	0.303154095
POLR3D	-2.233988323	0.165965959	0.303187258
ZDHHC4	1.851386355	0.166031869	NA
ZNF391	-2.467895481	0.166048583	NA
SLC25A22.1	-0.418705412	0.166062906	0.303310953
LOC105374297.1	0.821453622	0.166072504	0.303310953
ZNF570.1	0.446624112	0.166115311	0.303353667
GAS1RR	0.825661246	0.16615032	0.303382133
ALDH1A3	0.945268496	0.166186561	0.303412841
FAT3	-0.813444594	0.166234315	0.30346456
RBM47	1.600526822	0.166306824	NA
B3GNT7	-2.265772737	0.166345602	NA
SLC1A5.1	0.563728308	0.166521363	0.303953051
SPCS2	-0.485271308	0.166551184	0.303971965
LOC102724612	-0.842320775	0.166580955	0.303990782
RARS1	0.635765938	0.166658338	0.304076028
LINC01150	-1.312445548	0.166667687	NA
PAX6.2	1.307916165	0.16667896	0.304076028
RANGAP1	0.958789594	0.166686065	0.304076028
CENPQ	1.171157802	0.166705407	NA
CT75	1.472755623	0.16671614	NA
CMC2.1	-1.509921213	0.166740408	NA
THAP3	0.292958971	0.166756651	0.304169272
CCDC167	-0.212495436	0.166793783	0.304193653
MAPRE2.2	0.644757532	0.166808964	0.304193653
CMPK2.1	1.609474576	0.166855985	NA
TCP11L1.1	-0.873540512	0.166870531	0.304270406
SEMA5B	-1.327136153	0.16698322	NA
ENPP1	-1.637525025	0.167019086	NA
OPA1-AS1	-1.785335821	0.167033163	NA
CDC42EP3.1	1.065904824	0.167151658	0.304712963
SLC6A4	0.535738522	0.167157934	0.304712963
PRICKLE1.1	0.667117422	0.16720943	0.304712963
TOPORS	0.483162003	0.167209693	0.304712963
ERCC6L2.3	0.759398697	0.16722651	0.304712963
MOGAT1	0.753372602	0.167246633	0.304712963
UCP1	0.678547316	0.167249789	0.304712963
GLIPR1	0.302772991	0.167322052	0.304791871
ARPC2.1	-1.075645801	0.167338934	NA
HMGA2-AS1	-1.647646745	0.16734357	0.304791871
TEX264.1	0.760498477	0.167351634	0.304791871
SAMMSON	-0.592914067	0.167424536	0.304889098
LETM2	0.315652987	0.167464113	0.304925622
PALLD.1	1.851761444	0.167531453	NA
HOOK3	0.655519505	0.167540483	0.305029124
DENND4C	1.296355541	0.167581184	NA
DNAJC13	-1.116901868	0.167583175	0.305071294
MORN2	0.218852438	0.16763971	0.305125464
H2AC20	0.663692222	0.167651998	0.305125464
CDK17	1.664352384	0.167663084	NA
TARBP2.2	0.847363424	0.167741507	0.305252805
DZANK1	-2.212257679	0.167759996	NA
ING2.1	-0.552385675	0.167786997	0.305300021
NENF	0.713914504	0.167880912	0.305435328
LINC00334	1.680389389	0.167908902	NA
MSTO1	-0.471109192	0.167929121	0.305457771
DBNDD1	0.579936131	0.167932356	0.305457771
IMP3	0.440762861	0.168019724	0.305581104
SCN11A	0.550034978	0.168083827	0.305662103
DEPDC7	0.331832524	0.16815997	0.305748212
MAGED4B	0.440601447	0.168175819	0.305748212
PDZD8	0.916292364	0.168189897	0.305748212
CCDC191.1	-0.876715003	0.168241862	0.305807089
ZNF235	0.790422392	0.168287885	0.305855155
RAB1A	-0.57935711	0.168318304	0.305874852
ERVFRD-1	0.490829618	0.16842021	0.306024438
KCNH5	-0.698271669	0.168544229	0.306214167
CPEB3.1	1.664968684	0.168555981	NA
LOC105377590	0.981363424	0.168626228	0.306327516
DCTN5	1.098327289	0.168642137	NA
GDPD5	1.694409692	0.168691012	NA
MINCR.1	-0.877025718	0.168714136	0.306442644
LPXN.1	-0.742458042	0.168728838	0.306442644
SNORD57	0.42720877	0.168774	0.306489032
KYAT1	-1.057471846	0.168791944	NA
H2BW4P	1.473167751	0.168894412	0.306672045
CLPP	1.60859236	0.168961326	NA
HTRA3	-1.73552327	0.168991568	NA
LINC02060	2.686438688	0.168992424	0.306814349
GRAMD2A	0.63343346	0.169030857	0.306848461
PACRG.1	-1.134453856	0.16911924	NA
RNU6-1	-0.342169297	0.169171935	0.307068881
DHRS4L2	-0.724934354	0.169195453	0.307075889
TESMIN.1	-0.435531073	0.169266777	0.30713705
MLANA	0.734403442	0.169268476	0.30713705
LOC728158	-0.540215687	0.16935603	0.307260225
BTN2A1	-1.414275706	0.169418305	NA
EXOC4.1	1.07115411	0.169445417	NA
LOC100287015	1.697233808	0.169449309	NA
MIR199A1	-1.254952352	0.169450954	NA
SCYL3	1.201102432	0.169474633	NA
OVOL3	-0.766477489	0.169495778	0.307478057
KREMEN1	0.83907344	0.169582765	0.307600136
SLC37A4.1	0.802594926	0.169627091	0.307644814
TAB1	-0.712472799	0.169677574	0.307653505
ZBTB38	0.818999338	0.169683867	0.307653505
NAV1	-1.794937388	0.169694076	NA
GZMA	-2.035139209	0.169710435	0.307653505
DOCK1	-0.788810615	0.169710662	0.307653505
LCA10	1.181907056	0.169732073	NA
LOC105378948	-0.682481097	0.169841721	0.307834677
SPATA2.1	1.318981698	0.169850015	0.307834677
FNTA	0.33888457	0.169968432	0.308013558
DAPK2	1.37284828	0.169985021	NA
SSR3	0.379094883	0.170027458	0.308082683
HCG18	-1.254550508	0.170062373	0.308082683
LOC105375166	-0.527428799	0.170065743	0.308082683
AGPAT1	1.507245114	0.170093582	NA
GLDN	1.372708873	0.170143559	NA
FAT1	-1.841663631	0.170145215	NA
PLEKHO1	-0.763794777	0.17015136	0.30820204
FGF12-AS2	1.654276298	0.170151754	NA
PARD6G-AS1.1	1.104585209	0.170155338	NA
SNRNP35.1	1.230835113	0.170162038	NA
TNIP1	-1.536011775	0.170203275	NA
ZNF496	0.494499891	0.170274739	0.308389762
ANKRD37	0.401349255	0.170357931	0.308499189
MRPS2.3	-0.274719112	0.170374656	0.308499189
PLEKHM2	1.127342431	0.170432217	NA
MRPS6	0.438344572	0.170452662	0.308604662
MAT2A	-0.357156988	0.170473387	0.308606418
ABHD15	0.949732824	0.17055094	0.308711035
LYSMD4	-0.756637581	0.170583866	0.308734859
CISD1	-0.559692986	0.170636488	0.30879432
FAM238B	-1.967811313	0.170660945	NA
H2AC11	0.868183519	0.170791691	0.309039384
FAM177A1	0.465713851	0.170823886	0.30906184
LIMD1-AS1	0.772872911	0.17084467	0.309063647
SNORA27	-1.252947536	0.170857588	NA
ZBTB6	0.51986261	0.170924408	0.309163066
RMND1	0.436192411	0.17093921	0.309163066
METTL25	-1.87875093	0.171119734	0.309423365
SRPK3	-1.479451562	0.171122748	0.309423365
USPL1	0.877839408	0.171138062	NA
LIN37	0.861905034	0.171227551	NA
PTTG1	1.121427062	0.171364341	0.309819113
DNAJC16	0.664135285	0.171381279	0.309819113
ZNF876P	1.412617466	0.171479001	NA
LOC101929162	1.67379753	0.171502574	NA
DNAH1	-0.594853663	0.171510815	0.310017408
SEPTIN4	1.537171982	0.171512207	NA
EBAG9	1.105648619	0.171595793	NA
COL6A4P2	-1.00611991	0.171646008	0.310171392
ZNF572	0.303202188	0.171647523	0.310171392
CMTR1	-0.560714428	0.171661737	0.310171392
PPEF2	0.770247798	0.171675427	0.310171392
FAM86HP	1.436195276	0.171697215	NA
IDS	1.978996293	0.171727897	NA
GTF3C2.1	0.850355797	0.17174976	0.310236236
TJP2	-0.671867361	0.171751039	0.310236236
DNAJA4.2	1.258040131	0.171774082	NA
MRPS2.4	-1.030413904	0.171778366	NA
CETN2	-0.680905867	0.171845735	0.310371399
GIGYF2	0.520059029	0.17190794	0.310447854
PCDH15.1	-1.425818408	0.171915203	NA
NRG4	-0.422364278	0.171966616	0.310517918
SMPD2	1.361376341	0.172058116	NA
MOSMO	-0.730677175	0.172067942	0.310664971
OSBPL1A	0.510906209	0.172207755	0.310881468
GKAP1	0.636180525	0.172297175	0.311006952
HMBS	-0.68935098	0.172331312	0.311032632
LMO3.1	-0.765100854	0.172352828	0.311035528
PDGFRA	-0.970553658	0.172364253	NA
UBN1	-1.659876059	0.172483243	NA
RDH10	-0.993067766	0.172498418	0.311262306
CBR3-AS1	1.183102785	0.172711156	0.311610184
RALGPS2	1.514365742	0.172716478	NA
PLCD1	-1.742200416	0.172718775	NA
CNST	1.148916486	0.172815677	NA
BCAR1.1	-0.519101664	0.172816443	0.311753972
RING1	-1.078611503	0.172830766	0.311753972
LOC101929653	0.644359684	0.172856697	0.311764746
ZNF625-ZNF20	0.963762017	0.173042365	0.312057877
PKN1.1	-0.656562804	0.173062435	0.312057877
NLE1	0.465197084	0.173079153	0.312057877
KLHL3	-2.516318076	0.173139696	0.312131008
SH3RF3	-0.735025847	0.173174293	0.312157355
STRAP	1.124373856	0.173189172	NA
MAP2K4P1	-1.446421617	0.173201649	NA
NAGLU	1.469321248	0.173277864	NA
CBLB.1	1.201726665	0.173388641	0.312502941
SRD5A3	0.657338922	0.173406024	0.312502941
SLC35A1	2.01565954	0.173424163	NA
RCN2	-0.769075063	0.173535525	0.312700246
RRP7A	0.820219247	0.173637582	0.312848058
SHLD2P1	1.908526983	0.173681074	NA
EWSR1	-0.346001436	0.173731173	0.312980585
ASAP2	1.473444529	0.173809784	NA
CHST6	1.110137605	0.173822793	NA
PCDHGA5.1	1.507797688	0.173948833	NA
EAPP	0.341867283	0.173996852	0.313423065
KCTD15	1.055221053	0.174031137	NA
LOC101929066.1	1.532213004	0.174065525	NA
WAC	-1.860688161	0.174126858	NA
LRIT3	0.715152013	0.174177257	0.313711857
METTL1	0.526609223	0.174206184	0.31372548
ATP5F1A.1	1.792767183	0.174216597	NA
CRB2	-0.820536254	0.174243393	0.31372548
PIGQ	0.859455706	0.174262836	0.31372548
RERE.1	-0.323269587	0.174265155	0.31372548
LINC02389	-0.566937523	0.174299143	0.313750509
PLA2G12A	1.712204829	0.174329437	NA
KLHL26	0.322426981	0.174353851	0.313812825
EIF1	0.87845853	0.174425661	0.313905904
VANGL2	1.452721899	0.174626447	0.314231049
FHL2.1	-1.309831484	0.174627114	NA
RALY-AS1	-0.763048812	0.174741785	0.314402376
TMEM230.1	-1.027747935	0.174790222	NA
H2AC8	1.179114373	0.174838423	0.314540022
PISD.1	0.887261293	0.174898538	0.314611937
TSHZ1	0.840736727	0.175029134	0.314810605
RNF166	-0.601279086	0.175058016	0.314826303
ADAMTS9-AS2	1.700819614	0.175082973	NA
CHKB-DT	0.712325557	0.175148972	0.314953619
ST3GAL3	-1.089462188	0.175196731	NA
H3C12	1.832846288	0.175225089	NA
SNHG10	-0.931371727	0.175236338	0.315074451
CHST14	-0.215578586	0.175345243	0.315135357
GPT2	-0.290333535	0.175367518	0.315135357
VASH1-AS1	0.64781851	0.175368206	0.315135357
NEUROG2	0.893667725	0.175368207	0.315135357
ANXA4	-0.814545077	0.175371081	0.315135357
GFER	-0.990369924	0.175456574	0.315192374
SP8	1.565648481	0.175459778	NA
NRAD1	0.568415635	0.175461819	0.315192374
DPT	0.398002287	0.175468842	0.315192374
DNAJC30	0.474042747	0.175483521	0.315192374
PIK3CB.1	1.512094232	0.175567255	NA
C11orf49.2	1.237971047	0.175623647	0.315407794
RANBP1	0.946243171	0.175677453	0.315468157
ADRA2A	0.59844278	0.175725469	0.315518109
DUT.2	0.544849113	0.175801606	0.315618537
HCRTR2	1.926188233	0.1758278	0.315629288
SEPTIN4.1	1.112549923	0.175849695	NA
TAB3	0.54669509	0.175874551	0.315676934
C10orf67.1	-0.904325334	0.175929665	0.315706522
GGA1	-0.713343306	0.175931456	0.315706522
CNTN4	1.304822528	0.176062731	0.315889593
SERPIND1	0.634417047	0.176073919	0.315889593
PPP4R2.1	1.783505449	0.1762636	NA
PPIP5K1P1-CATSPER2	0.669074049	0.176365739	0.316344637
MANSC4	-0.70116828	0.176368058	0.316344637
APOL5	1.545637417	0.176491377	NA
MAP3K13	0.44787918	0.17652727	0.316593855
REEP3	1.782828152	0.176601681	NA
VIRMA	2.682088042	0.176631357	NA
MIATNB	-1.832595741	0.176637891	NA
TBC1D1	-1.420297706	0.176670269	NA
RNVU1-14	1.314148234	0.176678992	NA
ALDH1A3-AS1	1.696798973	0.176740175	NA
GLB1L2.2	-0.36067718	0.176750829	0.316958409
CENPBD1P1	1.625751757	0.176754073	NA
MIR6071	-2.235357885	0.176761706	NA
MIR7856	0.429917593	0.176788728	0.316989982
POLG	0.890293782	0.176853653	0.31707
DNMT3A	1.487151478	0.176884418	NA
PDE1C.2	-1.121960045	0.176957397	NA
NEUROG3	-0.330347602	0.176974172	0.317249661
LINC00460.1	2.131823329	0.176993595	NA
LY6E-DT	-3.138411423	0.177068409	0.317382171
URB1	-0.744815437	0.177138657	0.317443319
SLC1A6	-0.842722798	0.177143167	0.317443319
UBE2W	1.128782188	0.17714902	NA
SPDYE6	1.97974363	0.177172641	NA
XIST	1.612642624	0.177207014	0.317521308
SNX21	-1.704477133	0.177292411	NA
NPIPB13	0.827434483	0.177308488	0.317666692
RPS4X	-0.622341651	0.177368267	0.31773735
KCNN3	1.085927024	0.177376388	NA
TMEM185A	1.352637916	0.17738524	NA
EP300-AS1	1.609520016	0.177495211	NA
GCC1	0.369291083	0.177501491	0.317922428
CHMP4C	1.154910882	0.177512286	0.317922428
HSD3B7.1	-1.484970863	0.177516004	NA
MIR3682	1.698767387	0.17757241	NA
ZNF431	0.800344862	0.177706111	0.318208725
IFIT5	-1.199621618	0.177728066	0.318208725
AIMP2	1.125778656	0.177728162	NA
GNAZ	-1.006663007	0.17773943	0.318208725
ATN1.1	-0.847828673	0.177753622	0.318208725
HS3ST5	-0.769607974	0.177820332	0.318291671
DIMT1	-1.756984166	0.178038567	0.318621037
RABL3	0.403983025	0.178045133	0.318621037
ZNF80	0.916289286	0.178096973	NA
GOLGA6L1	-1.215717662	0.178147248	0.318767257
COPB1	0.432795291	0.178201784	0.318798338
RETREG1.1	-1.108157568	0.178207158	0.318798338
PLAC4	-0.785872535	0.178234379	0.318798338
H2AC15	-0.86892371	0.178256862	0.318798338
ACOX1	-0.776794951	0.17828108	0.318798338
AHSA2P	0.625966103	0.178287068	0.318798338
MID1IP1-AS1	0.457354286	0.178354459	0.318882341
IGSF9B	0.575338015	0.178404256	0.318934869
RPL28	-0.920572985	0.178426342	NA
LOC102724467	-0.563950919	0.178503027	0.319074926
CALD1	1.039257226	0.178524735	NA
TTC27	1.771016963	0.178552753	NA
LOC105373100	-0.623275513	0.178558072	0.319125271
YAE1	0.429222611	0.17857205	0.319125271
LOC100132356	-0.880819228	0.178784124	0.319447886
SPRED3.1	-1.643547109	0.178806548	0.319447886
MPP3	0.377466728	0.178813925	0.319447886
ZNF518A.1	1.422779576	0.178821719	NA
PINLYP	-1.627691856	0.178880002	NA
IDI1.1	-1.931028092	0.179026302	NA
UBAP2.1	0.318220881	0.179030311	0.319737126
FLJ13224	0.457763513	0.179045461	0.319737126
LINC01431	-1.066954859	0.179046901	0.319737126
STAMBPL1	0.447613256	0.179057703	0.319737126
IGFL2-AS1	0.502344335	0.179209094	0.319970883
DYNLT2B	1.101363878	0.179238036	NA
NLGN4Y	1.016627059	0.179300276	0.320097099
ASIC5	0.984120409	0.179350633	0.320145547
OMA1	-0.674192818	0.179373984	0.320145547
LOC202181	-0.892146553	0.179388898	0.320145547
CDC42EP3.2	0.630201147	0.179437197	0.320195162
NSG2	-0.76402691	0.179530357	0.320324809
TM6SF2	-0.411472955	0.179583159	0.320382427
PSMA3-AS1.1	0.329647172	0.17963794	0.320443561
LOC220729	-0.668104158	0.179804192	0.320703503
TTYH2.1	1.710201478	0.179819849	NA
CPNE5.1	-1.051407654	0.17985122	NA
MIR9-1HG.1	1.028088897	0.179876013	0.320762846
LOC105377967	0.406322578	0.179912385	0.320762846
ECHDC2	-0.609190528	0.179912908	0.320762846
MPPED2.1	-1.15953119	0.179919599	0.320762846
PPIL6.1	1.08577566	0.179930355	NA
FNDC9	-0.899348368	0.17995487	0.320768965
ZNF236.1	0.841094854	0.179983638	0.320768965
C1QTNF8	-0.711466273	0.179984635	0.320768965
CCL8	-0.985290747	0.180026609	NA
DCTN4.1	0.689114319	0.1800307	0.320814461
TMEM39B	1.364234004	0.18005654	NA
LOC101929076	1.489408085	0.180071789	NA
LINC00698	0.97389744	0.180149296	0.320989181
ZNF862	-0.597936523	0.180188829	0.321023003
NPIPA3	-0.644251008	0.180220439	0.321042704
ZFP36L2	-1.440138899	0.1802502	NA
SRPRA	-1.069637495	0.180362137	NA
PDLIM3	-0.803049768	0.180370272	0.321272979
HBD	-1.267061648	0.180401357	0.321291711
VIPR1-AS1	-2.394431158	0.180407666	NA
RFT1	1.308261634	0.180408463	NA
MRTO4	0.704592891	0.180428996	0.321304302
PANK1	1.062989354	0.180556027	NA
LOC101927699	0.597612743	0.180627594	0.321621297
USP36.2	1.480455217	0.180729706	NA
SGTA	1.429689373	0.180790206	NA
LRRC8C-DT	-2.834603715	0.180844705	0.321930778
CITED2	1.129313445	0.180850228	NA
CNP.1	-0.356669994	0.18085758	0.321930778
SNORA7B	-0.373730032	0.18086323	0.321930778
SLC2A11.1	2.065134294	0.180993346	NA
ARIH1	-1.329109019	0.18101083	NA
CHCHD3.1	2.275230037	0.181019511	NA
IQGAP1	1.127605433	0.181081482	NA
SLC5A5	-0.484837148	0.181155813	0.322414828
SNORD19	1.236123929	0.181199645	NA
MIR7113	-1.011875135	0.181204125	0.322459726
LOC105379252	-0.651907727	0.181222324	0.322459726
TTPA	0.537435295	0.181261887	0.322477193
SPRY4-IT1	-0.416676439	0.181273429	0.322477193
ZNF608	0.890860631	0.18135762	0.322590229
MYT1L	0.763417829	0.181577961	0.322918499
ATPAF1.1	0.904463984	0.181583515	0.322918499
PLEKHO2	0.885862725	0.181629621	0.322963723
TMEM275	1.419224584	0.18171713	NA
LINC02339	0.714858417	0.181724203	0.323095125
NTM	-1.175103402	0.181772184	NA
MIR149	0.427392866	0.181787753	0.323171332
SCHIP1	1.353162747	0.181811106	NA
SNORD116-23	0.820687286	0.181824494	0.323199866
SRBD1	-1.677670905	0.181923986	NA
ZNF736.1	0.917443673	0.181948152	0.323382874
LOC105371880	1.850432005	0.182089273	NA
LOC101929431	1.211188322	0.182153089	NA
LINC01833	-1.631054273	0.182161626	0.323699503
NGFR	0.401087138	0.182167744	0.323699503
PAK5	1.695587599	0.182172425	NA
LOC107985532.1	1.558357427	0.18226069	NA
CYB5D1	-0.848918816	0.182275509	0.323854155
LINC00964	-0.719201479	0.182322006	0.323896778
SLITRK4.1	-0.79780617	0.182356125	0.323896778
DLG2.3	-1.024934183	0.182361703	0.323896778
FDX1	0.353448264	0.182387151	0.323905149
TSHB	0.947803071	0.182420211	NA
TGIF1	1.247962121	0.182453683	NA
ANGEL2.1	0.565492395	0.182453691	0.323986484
NUCB2	1.298053188	0.182487475	NA
TPM4.1	-1.399124799	0.182504107	NA
MTA3.1	0.661703919	0.182570739	0.32415748
ATL1	0.45521484	0.182663332	0.324285023
CENPB	-0.825048574	0.182687557	0.324291174
LDHAL6A	-0.955445643	0.182806952	0.324466242
NOS2P3	-1.231705764	0.182820084	NA
PLXNA3	-0.25744175	0.182888221	0.324571352
UROS.1	0.74359613	0.182907728	0.324571352
GBX1	0.533728924	0.182935323	0.324583449
THAP2	2.242727607	0.182977767	NA
UHRF1BP1L	-0.833213369	0.183016905	0.32469132
TSSK4	-0.548646047	0.183067576	0.324744335
BPNT2	0.830326359	0.183123771	0.324807134
CLPSL1	-1.557242297	0.183129343	NA
RILP	1.142428397	0.183149899	NA
MIR4502	0.63991771	0.183161435	0.324810467
SNORD51	0.554050899	0.183167237	0.324810467
CRMP1.3	-0.647224169	0.183209929	0.324849296
IL17RC.1	0.475669852	0.183270045	0.324919008
ALOXE3.1	0.828901639	0.183291431	0.324920046
FAM86C2P	-0.630649089	0.183334927	0.324960275
LRRC8A	-0.284133824	0.183381796	0.325006471
LOC643339	1.970577892	0.183395248	NA
MORN3.1	1.970577892	0.183395248	NA
FXR2	0.972071433	0.183408243	0.325016468
CASC3	0.928805839	0.183433796	0.325024879
RAB8B	-0.520657816	0.183487963	0.325083983
TCEANC.1	1.322063132	0.183519053	NA
G3BP1	-1.319379594	0.183616176	NA
SMG9	-0.672039957	0.18362498	0.325289841
LOC349160	1.118352065	0.183666154	NA
FBXO24	-0.516714844	0.183709964	0.3253996
MIR659	0.651199878	0.183728601	0.3253996
SNORD67	-0.422653926	0.18377527	0.325445358
PCGF6	1.326658144	0.183812638	NA
FGD4.1	1.286589482	0.183940728	0.325664623
IGFBP2.2	0.819130244	0.183940783	0.325664623
RAPGEF2	-0.287029302	0.184014581	0.325745896
SGTB	0.59609298	0.184028393	0.325745896
STK32A	-2.100885024	0.184121421	NA
GRIN2B	-1.663070638	0.184179143	NA
HRH2	0.974721943	0.184194581	0.325988191
FGF17.1	1.008878651	0.184202726	NA
SIMC1	-1.836272374	0.184227665	0.325988191
LINC01053	0.654411505	0.184227882	0.325988191
RFX4.1	-1.468341912	0.18424418	NA
PLS3	1.880176366	0.184350594	NA
H3C14	1.650001846	0.184374361	NA
OR7E12P	1.173879633	0.184418686	NA
NRROS	0.659710322	0.184477064	0.326392141
FUT11	0.455639291	0.184604565	0.326580738
USP18	-1.665845106	0.184633238	NA
ERICH6B	1.945786245	0.184705609	NA
SNORA47	0.583110128	0.184799192	0.326888028
CCDC62	-1.131108298	0.184806032	NA
ZNF331.1	0.736244344	0.184820941	0.326889484
ZBTB32	-1.283500612	0.184838541	NA
FRMD4B	2.146377381	0.184905944	NA
LINC02470	-0.522003999	0.184947797	0.327076818
BICRAL.1	1.243951267	0.184949965	NA
